application_id,crb_checked,crb_reason,tier3_cost,tier3_result,final_score,decision,recommended_amount
APP_004030,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 557, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",86.0,APPROVE,15000.0
APP_004031,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,5000.0
APP_004032,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",65.2,APPROVE_REDUCED,10500.0
APP_004033,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 461, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",74.4,APPROVE,15000.0
APP_004034,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 333, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",53.2,REJECT,0.0
APP_004035,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 300, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004036,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.6,APPROVE,10000.0
APP_004037,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004038,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004039,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 518, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,3000.0
APP_004040,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_004041,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
APP_004042,False,Sufficient data from Tier 1 and Tier 2,0,,66.4,APPROVE_REDUCED,700.0
APP_004043,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 492, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",69.2,APPROVE_REDUCED,14000.0
APP_004044,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,3000.0
APP_004045,False,Sufficient data from Tier 1 and Tier 2,0,,64.0,APPROVE_REDUCED,3500.0
APP_004046,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",69.2,APPROVE_REDUCED,14000.0
APP_004047,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 562, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",67.6,APPROVE_REDUCED,2100.0
APP_004048,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 393, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004049,False,Sufficient data from Tier 1 and Tier 2,0,,63.2,APPROVE_REDUCED,700.0
APP_004050,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",65.6,APPROVE_REDUCED,10500.0
APP_004051,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_004052,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",58.4,APPROVE_REDUCED,1400.0
APP_004053,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 578, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",86.0,APPROVE,2000.0
APP_004054,False,Sufficient data from Tier 1 and Tier 2,0,,64.4,APPROVE_REDUCED,3500.0
APP_004055,False,Sufficient data from Tier 1 and Tier 2,0,,69.2,APPROVE_REDUCED,700.0
APP_004056,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,5000.0
APP_004057,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.2,APPROVE_REDUCED,2100.0
APP_004058,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 435, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",48.0,REJECT,0.0
APP_004059,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",75.2,APPROVE,10000.0
APP_004060,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
APP_004061,False,Sufficient data from Tier 1 and Tier 2,0,,67.2,APPROVE_REDUCED,1400.0
APP_004062,False,Sufficient data from Tier 1 and Tier 2,0,,67.2,APPROVE_REDUCED,1400.0
APP_004063,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_004064,False,Sufficient data from Tier 1 and Tier 2,0,,65.2,APPROVE_REDUCED,3500.0
APP_004065,False,Sufficient data from Tier 1 and Tier 2,0,,63.2,APPROVE_REDUCED,700.0
APP_004066,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",59.2,APPROVE_REDUCED,10500.0
APP_004067,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,3000.0
APP_004068,True,Borderline scores need CRB tie-breaker,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.2,APPROVE_REDUCED,3500.0
APP_004069,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 387, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004070,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",63.2,APPROVE_REDUCED,14000.0
APP_004071,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",57.2,APPROVE_REDUCED,2100.0
APP_004072,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",68.4,APPROVE_REDUCED,10500.0
APP_004073,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,5000.0
APP_004074,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_004075,False,Tier 1 score too low (fraud likely),0,,25.6,REJECT,0.0
APP_004076,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004077,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
APP_004078,False,Sufficient data from Tier 1 and Tier 2,0,,66.0,APPROVE_REDUCED,2100.0
APP_004079,False,Sufficient data from Tier 1 and Tier 2,0,,72.0,APPROVE,1000.0
APP_004080,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.6,APPROVE_REDUCED,3500.0
APP_004081,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",70.0,APPROVE,20000.0
APP_004082,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004083,True,Borderline scores need CRB tie-breaker,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",49.6,REJECT,0.0
APP_004084,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",68.4,APPROVE_REDUCED,14000.0
APP_004085,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,20000.0
APP_004086,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.400000000000006,APPROVE_REDUCED,14000.0
APP_004087,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 638, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",84.80000000000001,APPROVE,2000.0
APP_004088,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004089,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 642, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",84.4,APPROVE,1000.0
APP_004090,False,Sufficient data from Tier 1 and Tier 2,0,,71.6,APPROVE,3000.0
APP_004091,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 441, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",33.6,REJECT,0.0
APP_004092,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",55.2,APPROVE_REDUCED,700.0
APP_004093,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 477, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,2000.0
APP_004094,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.400000000000006,APPROVE_REDUCED,700.0
APP_004095,False,Sufficient data from Tier 1 and Tier 2,0,,68.4,APPROVE_REDUCED,7000.0
APP_004096,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",58.800000000000004,APPROVE_REDUCED,14000.0
APP_004097,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",59.2,APPROVE_REDUCED,3500.0
APP_004098,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",63.6,APPROVE_REDUCED,2100.0
APP_004099,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,3000.0
APP_004100,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",29.6,REJECT,0.0
APP_004101,False,Sufficient data from Tier 1 and Tier 2,0,,62.400000000000006,APPROVE_REDUCED,700.0
APP_004102,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 471, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,2000.0
APP_004103,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,5000.0
APP_004104,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 416, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004105,False,Sufficient data from Tier 1 and Tier 2,0,,68.4,APPROVE_REDUCED,7000.0
APP_004106,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_004107,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 391, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",46.400000000000006,REJECT,0.0
APP_004108,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 652, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",87.6,APPROVE,15000.0
APP_004109,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.4,APPROVE,20000.0
APP_004110,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 503, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",73.2,APPROVE,2000.0
APP_004111,False,Sufficient data from Tier 1 and Tier 2,0,,66.4,APPROVE_REDUCED,1400.0
APP_004112,False,Sufficient data from Tier 1 and Tier 2,0,,69.6,APPROVE_REDUCED,7000.0
APP_004113,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 476, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",73.6,APPROVE,10000.0
APP_004114,False,Sufficient data from Tier 1 and Tier 2,0,,72.0,APPROVE,5000.0
APP_004115,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.6,APPROVE_REDUCED,7000.0
APP_004116,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,3000.0
APP_004117,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",56.4,APPROVE_REDUCED,1400.0
APP_004118,False,Sufficient data from Tier 1 and Tier 2,0,,68.0,APPROVE_REDUCED,7000.0
APP_004119,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
APP_004120,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 361, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",52.400000000000006,REJECT,0.0
APP_004121,False,Sufficient data from Tier 1 and Tier 2,0,,71.6,APPROVE,10000.0
APP_004122,False,Sufficient data from Tier 1 and Tier 2,0,,67.6,APPROVE_REDUCED,3500.0
APP_004123,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004124,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.6,APPROVE,15000.0
APP_004125,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 461, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,1000.0
APP_004126,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 349, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",40.4,REJECT,0.0
APP_004127,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.6,APPROVE,3000.0
APP_004128,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 628, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",62.400000000000006,APPROVE_REDUCED,700.0
APP_004129,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",63.2,APPROVE_REDUCED,14000.0
APP_004130,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 642, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",74.0,APPROVE,1000.0
APP_004131,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",57.2,APPROVE_REDUCED,1400.0
APP_004132,False,Sufficient data from Tier 1 and Tier 2,0,,51.2,REJECT,0.0
APP_004133,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 451, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",72.80000000000001,APPROVE,5000.0
APP_004134,True,Borderline scores need CRB tie-breaker,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",48.0,REJECT,0.0
APP_004135,False,Sufficient data from Tier 1 and Tier 2,0,,66.4,APPROVE_REDUCED,700.0
APP_004136,False,Sufficient data from Tier 1 and Tier 2,0,,66.4,APPROVE_REDUCED,3500.0
APP_004137,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.400000000000006,APPROVE_REDUCED,14000.0
APP_004138,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.6,APPROVE,20000.0
APP_004139,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 452, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",73.6,APPROVE,1000.0
APP_004140,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.4,APPROVE_REDUCED,14000.0
APP_004141,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 625, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",74.0,APPROVE,3000.0
APP_004142,False,Tier 1 score too low (fraud likely),0,,31.6,REJECT,0.0
APP_004143,False,Sufficient data from Tier 1 and Tier 2,0,,69.2,APPROVE_REDUCED,7000.0
APP_004144,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 360, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",56.0,APPROVE_REDUCED,14000.0
APP_004145,False,Tier 1 score too low (fraud likely),0,,29.6,REJECT,0.0
APP_004146,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_004147,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 377, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",32.400000000000006,REJECT,0.0
APP_004148,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",71.6,APPROVE,20000.0
APP_004149,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,5000.0
APP_004150,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.2,APPROVE_REDUCED,7000.0
APP_004151,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 639, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",83.2,APPROVE,20000.0
APP_004152,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,2000.0
APP_004153,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 527, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",59.2,APPROVE_REDUCED,1400.0
APP_004154,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 522, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",73.6,APPROVE,20000.0
APP_004155,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 625, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",71.2,APPROVE,5000.0
APP_004156,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,3500.0
APP_004157,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,5000.0
APP_004158,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",75.2,APPROVE,3000.0
APP_004159,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 385, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",37.6,REJECT,0.0
APP_004160,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",58.4,APPROVE_REDUCED,1400.0
APP_004161,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004162,True,Borderline scores need CRB tie-breaker,50,"{'has_record': True, 'score': 556, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",59.2,APPROVE_REDUCED,3500.0
APP_004163,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",70.4,APPROVE,15000.0
APP_004164,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",56.4,APPROVE_REDUCED,10500.0
APP_004165,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_004166,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",59.2,APPROVE_REDUCED,700.0
APP_004167,False,Sufficient data from Tier 1 and Tier 2,0,,68.4,APPROVE_REDUCED,3500.0
APP_004168,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",68.0,APPROVE_REDUCED,14000.0
APP_004169,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_004170,False,Sufficient data from Tier 1 and Tier 2,0,,69.2,APPROVE_REDUCED,2100.0
APP_004171,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 586, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",81.6,APPROVE,20000.0
APP_004172,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 487, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",62.800000000000004,APPROVE_REDUCED,700.0
APP_004173,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,10000.0
APP_004174,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 392, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004175,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,5000.0
APP_004176,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,5000.0
APP_004177,False,Tier 1 score too low (fraud likely),0,,25.6,REJECT,0.0
APP_004178,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 408, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004179,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004180,False,Sufficient data from Tier 1 and Tier 2,0,,71.6,APPROVE,10000.0
APP_004181,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.4,APPROVE,3000.0
APP_004182,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",66.4,APPROVE_REDUCED,14000.0
APP_004183,False,Sufficient data from Tier 1 and Tier 2,0,,70.80000000000001,APPROVE,2000.0
APP_004184,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 536, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",62.0,APPROVE_REDUCED,700.0
APP_004185,False,Sufficient data from Tier 1 and Tier 2,0,,65.2,APPROVE_REDUCED,3500.0
APP_004186,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",71.2,APPROVE,15000.0
APP_004187,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,10000.0
APP_004188,True,Borderline scores need CRB tie-breaker,50,"{'has_record': True, 'score': 300, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",25.200000000000003,REJECT,0.0
APP_004189,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,5000.0
APP_004190,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,3000.0
APP_004191,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.4,APPROVE,10000.0
APP_004192,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 430, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",46.400000000000006,REJECT,0.0
APP_004193,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,3000.0
APP_004194,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 654, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",75.2,APPROVE,20000.0
APP_004195,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 510, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",72.4,APPROVE,3000.0
APP_004196,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,3000.0
APP_004197,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 331, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",44.0,REJECT,0.0
APP_004198,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 700, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",93.2,APPROVE,15000.0
APP_004199,False,Sufficient data from Tier 1 and Tier 2,0,,72.0,APPROVE,1000.0
APP_004200,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.0,APPROVE_REDUCED,14000.0
APP_004201,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_004202,False,Sufficient data from Tier 1 and Tier 2,0,,67.2,APPROVE_REDUCED,700.0
APP_004203,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,5000.0
APP_004204,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.2,APPROVE_REDUCED,10500.0
APP_004205,False,Tier 1 score too low (fraud likely),0,,25.6,REJECT,0.0
APP_004206,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
